date,USDCNY,isPartial
2016-10-16,22,False
2016-10-23,22,False
2016-10-30,22,False
2016-11-06,33,False
2016-11-13,43,False
2016-11-20,38,False
2016-11-27,28,False
2016-12-04,94,False
2016-12-11,41,False
2016-12-18,30,False
2016-12-25,34,False
2017-01-01,31,False
2017-01-08,24,False
2017-01-15,21,False
2017-01-22,15,False
2017-01-29,12,False
2017-02-05,11,False
2017-02-12,8,False
2017-02-19,10,False
2017-02-26,11,False
2017-03-05,10,False
2017-03-12,15,False
2017-03-19,11,False
2017-03-26,13,False
2017-04-02,12,False
2017-04-09,9,False
2017-04-16,8,False
2017-04-23,8,False
2017-04-30,9,False
2017-05-07,9,False
2017-05-14,8,False
2017-05-21,11,False
2017-05-28,13,False
2017-06-04,10,False
2017-06-11,10,False
2017-06-18,11,False
2017-06-25,10,False
2017-07-02,12,False
2017-07-09,9,False
2017-07-16,11,False
2017-07-23,13,False
2017-07-30,11,False
2017-08-06,14,False
2017-08-13,8,False
2017-08-20,10,False
2017-08-27,12,False
2017-09-03,20,False
2017-09-10,19,False
2017-09-17,12,False
2017-09-24,14,False
2017-10-01,8,False
2017-10-08,9,False
2017-10-15,8,False
2017-10-22,10,False
2017-10-29,6,False
2017-11-05,8,False
2017-11-12,7,False
2017-11-19,9,False
2017-11-26,20,False
2017-12-03,17,False
2017-12-10,18,False
2017-12-17,4,False
2017-12-24,10,False
2017-12-31,18,True
