date,USDSGD,isPartial
2016-06-05,43,False
2016-06-12,39,False
2016-06-19,79,False
2016-06-26,57,False
2016-07-03,61,False
2016-07-10,27,False
2016-07-17,40,False
2016-07-24,33,False
2016-07-31,52,False
2016-08-07,30,False
2016-08-14,26,False
2016-08-21,25,False
2016-08-28,49,False
2016-09-04,36,False
2016-09-11,40,False
2016-09-18,50,False
2016-09-25,34,False
2016-10-02,47,False
2016-10-09,55,False
2016-10-16,41,False
2016-10-23,32,False
2016-10-30,24,False
2016-11-06,100,False
2016-11-13,44,False
2016-11-20,54,False
2016-11-27,48,False
2016-12-04,29,False
2016-12-11,59,False
2016-12-18,48,False
2016-12-25,22,False
2017-01-01,62,False
2017-01-08,36,False
2017-01-15,51,False
2017-01-22,51,False
2017-01-29,43,False
2017-02-05,49,False
2017-02-12,37,False
2017-02-19,36,False
2017-02-26,37,False
2017-03-05,37,False
2017-03-12,52,False
2017-03-19,45,False
2017-03-26,47,False
2017-04-02,47,False
2017-04-09,35,False
2017-04-16,27,False
2017-04-23,42,False
2017-04-30,27,False
2017-05-07,38,False
2017-05-14,43,False
2017-05-21,42,False
2017-05-28,33,False
2017-06-04,26,False
2017-06-11,35,False
2017-06-18,42,False
2017-06-25,33,False
2017-07-02,31,False
2017-07-09,40,False
2017-07-16,40,False
2017-07-23,60,False
2017-07-30,33,False
2017-08-06,29,False
2017-08-13,34,False
2017-08-20,28,False
2017-08-27,29,False
2017-09-03,41,False
2017-09-10,29,False
2017-09-17,37,False
2017-09-24,39,False
2017-10-01,20,False
2017-10-08,37,False
2017-10-15,25,False
2017-10-22,35,False
2017-10-29,23,False
2017-11-05,20,False
2017-11-12,23,False
2017-11-19,34,False
2017-11-26,42,False
2017-12-03,34,False
2017-12-10,30,False
2017-12-17,28,False
2017-12-24,31,False
2017-12-31,43,True
