date,USDCNY,isPartial
2016-08-07,11,False
2016-08-14,8,False
2016-08-21,11,False
2016-08-28,18,False
2016-09-04,15,False
2016-09-11,13,False
2016-09-18,12,False
2016-09-25,9,False
2016-10-02,11,False
2016-10-09,23,False
2016-10-16,24,False
2016-10-23,22,False
2016-10-30,21,False
2016-11-06,35,False
2016-11-13,43,False
2016-11-20,41,False
2016-11-27,30,False
2016-12-04,100,False
2016-12-11,43,False
2016-12-18,30,False
2016-12-25,38,False
2017-01-01,34,False
2017-01-08,24,False
2017-01-15,22,False
2017-01-22,17,False
2017-01-29,12,False
2017-02-05,12,False
2017-02-12,9,False
2017-02-19,11,False
2017-02-26,10,False
2017-03-05,10,False
2017-03-12,15,False
2017-03-19,11,False
2017-03-26,14,False
2017-04-02,13,False
2017-04-09,10,False
2017-04-16,11,False
2017-04-23,9,False
2017-04-30,9,False
2017-05-07,10,False
2017-05-14,9,False
2017-05-21,13,False
2017-05-28,15,False
2017-06-04,12,False
2017-06-11,11,False
2017-06-18,12,False
2017-06-25,12,False
2017-07-02,10,False
2017-07-09,11,False
2017-07-16,11,False
2017-07-23,14,False
2017-07-30,12,False
2017-08-06,14,False
2017-08-13,7,False
2017-08-20,11,False
2017-08-27,11,False
2017-09-03,21,False
2017-09-10,20,False
2017-09-17,12,False
2017-09-24,13,False
2017-10-01,7,False
2017-10-08,12,False
2017-10-15,10,False
2017-10-22,10,False
2017-10-29,8,False
2017-11-05,9,False
2017-11-12,8,False
2017-11-19,10,False
2017-11-26,19,False
2017-12-03,16,False
2017-12-10,18,False
2017-12-17,5,False
2017-12-24,10,False
2017-12-31,15,True
