date,GBPEUR,isPartial
2017-03-05,11,False
2017-03-12,15,False
2017-03-19,12,False
2017-03-26,22,False
2017-04-02,13,False
2017-04-09,11,False
2017-04-16,18,False
2017-04-23,17,False
2017-04-30,10,False
2017-05-07,15,False
2017-05-14,12,False
2017-05-21,13,False
2017-05-28,12,False
2017-06-04,26,False
2017-06-11,16,False
2017-06-18,13,False
2017-06-25,12,False
2017-07-02,10,False
2017-07-09,9,False
2017-07-16,14,False
2017-07-23,12,False
2017-07-30,14,False
2017-08-06,10,False
2017-08-13,14,False
2017-08-20,14,False
2017-08-27,19,False
2017-09-03,13,False
2017-09-10,19,False
2017-09-17,16,False
2017-09-24,14,False
2017-10-01,12,False
2017-10-08,10,False
2017-10-15,10,False
2017-10-22,9,False
2017-10-29,15,False
2017-11-05,9,False
2017-11-12,10,False
2017-11-19,9,False
2017-11-26,22,False
2017-12-03,40,False
2017-12-10,17,False
2017-12-17,13,False
2017-12-24,10,False
2017-12-31,9,True
