date,KRWUSD,isPartial
2017-03-05,20,False
2017-03-12,23,False
2017-03-19,41,False
2017-03-26,45,False
2017-04-02,31,False
2017-04-09,53,False
2017-04-16,0,False
2017-04-23,41,False
2017-04-30,21,False
2017-05-07,60,False
2017-05-14,22,False
2017-05-21,0,False
2017-05-28,41,False
2017-06-04,0,False
2017-06-11,22,False
2017-06-18,29,False
2017-06-25,26,False
2017-07-02,30,False
2017-07-09,0,False
2017-07-16,45,False
2017-07-23,30,False
2017-07-30,25,False
2017-08-06,0,False
2017-08-13,33,False
2017-08-20,22,False
2017-08-27,22,False
2017-09-03,0,False
2017-09-10,21,False
2017-09-17,0,False
2017-09-24,21,False
2017-10-01,0,False
2017-10-08,21,False
2017-10-15,28,False
2017-10-22,20,False
2017-10-29,21,False
2017-11-05,23,False
2017-11-12,20,False
2017-11-19,20,False
2017-11-26,0,False
2017-12-03,82,False
2017-12-10,82,False
2017-12-17,100,False
2017-12-24,68,False
2017-12-31,0,True
