date,GBPEUR,isPartial
2017-07-23,12,False
2017-07-30,14,False
2017-08-06,10,False
2017-08-13,14,False
2017-08-20,14,False
2017-08-27,21,False
2017-09-03,13,False
2017-09-10,19,False
2017-09-17,15,False
2017-09-24,16,False
2017-10-01,12,False
2017-10-08,9,False
2017-10-15,9,False
2017-10-22,8,False
2017-10-29,14,False
2017-11-05,8,False
2017-11-12,10,False
2017-11-19,9,False
2017-11-26,21,False
2017-12-03,38,False
2017-12-10,17,False
2017-12-17,14,False
2017-12-24,8,False
2017-12-31,9,True
