date,CHFUSD,isPartial
2016-04-03,6,False
2016-04-10,6,False
2016-04-17,5,False
2016-04-24,8,False
2016-05-01,10,False
2016-05-08,9,False
2016-05-15,7,False
2016-05-22,8,False
2016-05-29,7,False
2016-06-05,4,False
2016-06-12,6,False
2016-06-19,16,False
2016-06-26,22,False
2016-07-03,6,False
2016-07-10,6,False
2016-07-17,10,False
2016-07-24,7,False
2016-07-31,4,False
2016-08-07,9,False
2016-08-14,5,False
2016-08-21,8,False
2016-08-28,5,False
2016-09-04,6,False
2016-09-11,4,False
2016-09-18,7,False
2016-09-25,3,False
2016-10-02,10,False
2016-10-09,6,False
2016-10-16,3,False
2016-10-23,8,False
2016-10-30,9,False
2016-11-06,17,False
2016-11-13,13,False
2016-11-20,5,False
2016-11-27,10,False
2016-12-04,9,False
2016-12-11,5,False
2016-12-18,10,False
2016-12-25,5,False
2017-01-01,6,False
2017-01-08,6,False
2017-01-15,9,False
2017-01-22,8,False
2017-01-29,6,False
2017-02-05,5,False
2017-02-12,6,False
2017-02-19,3,False
2017-02-26,4,False
2017-03-05,4,False
2017-03-12,8,False
2017-03-19,3,False
2017-03-26,11,False
2017-04-02,5,False
2017-04-09,3,False
2017-04-16,5,False
2017-04-23,7,False
2017-04-30,7,False
2017-05-07,8,False
2017-05-14,9,False
2017-05-21,7,False
2017-05-28,10,False
2017-06-04,14,False
2017-06-11,5,False
2017-06-18,8,False
2017-06-25,9,False
2017-07-02,8,False
2017-07-09,16,False
2017-07-16,11,False
2017-07-23,9,False
2017-07-30,7,False
2017-08-06,6,False
2017-08-13,8,False
2017-08-20,10,False
2017-08-27,9,False
2017-09-03,6,False
2017-09-10,6,False
2017-09-17,6,False
2017-09-24,7,False
2017-10-01,6,False
2017-10-08,9,False
2017-10-15,6,False
2017-10-22,5,False
2017-10-29,7,False
2017-11-05,5,False
2017-11-12,8,False
2017-11-19,7,False
2017-11-26,7,False
2017-12-03,7,False
2017-12-10,5,False
2017-12-17,6,False
2017-12-24,3,False
2017-12-31,8,True
