date,EURHUF,isPartial
2015-01-04,57,False
2015-01-11,85,False
2015-01-18,78,False
2015-01-25,80,False
2015-02-01,61,False
2015-02-08,69,False
2015-02-15,34,False
2015-02-22,47,False
2015-03-01,55,False
2015-03-08,55,False
2015-03-15,33,False
2015-03-22,54,False
2015-03-29,34,False
2015-04-05,63,False
2015-04-12,42,False
2015-04-19,31,False
2015-04-26,67,False
2015-05-03,36,False
2015-05-10,39,False
2015-05-17,22,False
2015-05-24,44,False
2015-05-31,36,False
2015-06-07,28,False
2015-06-14,44,False
2015-06-21,42,False
2015-06-28,56,False
2015-07-05,70,False
2015-07-12,71,False
2015-07-19,37,False
2015-07-26,39,False
2015-08-02,42,False
2015-08-09,44,False
2015-08-16,44,False
2015-08-23,54,False
2015-08-30,40,False
2015-09-06,37,False
2015-09-13,45,False
2015-09-20,42,False
2015-09-27,52,False
2015-10-04,18,False
2015-10-11,31,False
2015-10-18,31,False
2015-10-25,39,False
2015-11-01,21,False
2015-11-08,43,False
2015-11-15,41,False
2015-11-22,41,False
2015-11-29,51,False
2015-12-06,48,False
2015-12-13,70,False
2015-12-20,29,False
2015-12-27,49,False
2016-01-03,36,False
2016-01-10,53,False
2016-01-17,43,False
2016-01-24,32,False
2016-01-31,77,False
2016-02-07,43,False
2016-02-14,29,False
2016-02-21,29,False
2016-02-28,47,False
2016-03-06,42,False
2016-03-13,37,False
2016-03-20,36,False
2016-03-27,22,False
2016-04-03,24,False
2016-04-10,21,False
2016-04-17,32,False
2016-04-24,16,False
2016-05-01,51,False
2016-05-08,40,False
2016-05-15,40,False
2016-05-22,30,False
2016-05-29,33,False
2016-06-05,27,False
2016-06-12,40,False
2016-06-19,63,False
2016-06-26,42,False
2016-07-03,35,False
2016-07-10,45,False
2016-07-17,26,False
2016-07-24,26,False
2016-07-31,26,False
2016-08-07,18,False
2016-08-14,34,False
2016-08-21,35,False
2016-08-28,22,False
2016-09-04,22,False
2016-09-11,28,False
2016-09-18,33,False
2016-09-25,19,False
2016-10-02,57,False
2016-10-09,36,False
2016-10-16,30,False
2016-10-23,27,False
2016-10-30,16,False
2016-11-06,50,False
2016-11-13,42,False
2016-11-20,32,False
2016-11-27,26,False
2016-12-04,38,False
2016-12-11,34,False
2016-12-18,44,False
2016-12-25,19,False
2017-01-01,26,False
2017-01-08,33,False
2017-01-15,25,False
2017-01-22,25,False
2017-01-29,20,False
2017-02-05,30,False
2017-02-12,39,False
2017-02-19,25,False
2017-02-26,41,False
2017-03-05,38,False
2017-03-12,14,False
2017-03-19,34,False
2017-03-26,17,False
2017-04-02,22,False
2017-04-09,41,False
2017-04-16,42,False
2017-04-23,37,False
2017-04-30,43,False
2017-05-07,39,False
2017-05-14,42,False
2017-05-21,37,False
2017-05-28,32,False
2017-06-04,36,False
2017-06-11,31,False
2017-06-18,36,False
2017-06-25,11,False
2017-07-02,14,False
2017-07-09,40,False
2017-07-16,40,False
2017-07-23,53,False
2017-07-30,44,False
2017-08-06,71,False
2017-08-13,36,False
2017-08-20,28,False
2017-08-27,44,False
2017-09-03,23,False
2017-09-10,23,False
2017-09-17,23,False
2017-09-24,28,False
2017-10-01,17,False
2017-10-08,25,False
2017-10-15,25,False
2017-10-22,32,False
2017-10-29,30,False
2017-11-05,19,False
2017-11-12,31,False
2017-11-19,39,False
2017-11-26,65,False
2017-12-03,63,False
2017-12-10,34,False
2017-12-17,70,False
2017-12-24,54,False
2017-12-31,72,True
