date,EURCHF,isPartial
2017-01-29,5,False
2017-02-05,5,False
2017-02-12,2,False
2017-02-19,5,False
2017-02-26,6,False
2017-03-05,2,False
2017-03-12,4,False
2017-03-19,4,False
2017-03-26,2,False
2017-04-02,2,False
2017-04-09,1,False
2017-04-16,5,False
2017-04-23,6,False
2017-04-30,5,False
2017-05-07,7,False
2017-05-14,3,False
2017-05-21,5,False
2017-05-28,4,False
2017-06-04,6,False
2017-06-11,6,False
2017-06-18,5,False
2017-06-25,5,False
2017-07-02,3,False
2017-07-09,4,False
2017-07-16,4,False
2017-07-23,8,False
2017-07-30,12,False
2017-08-06,13,False
2017-08-13,5,False
2017-08-20,6,False
2017-08-27,4,False
2017-09-03,6,False
2017-09-10,5,False
2017-09-17,5,False
2017-09-24,7,False
2017-10-01,9,False
2017-10-08,7,False
2017-10-15,7,False
2017-10-22,11,False
2017-10-29,5,False
2017-11-05,7,False
2017-11-12,4,False
2017-11-19,4,False
2017-11-26,10,False
2017-12-03,10,False
2017-12-10,8,False
2017-12-17,9,True
